"TIME","GEO","UNIT","COICOP","Value","Flag and Footnotes"
"2016","Bulgaria","Percentage of total","Other major durables for recreation and culture","0.2",""
"2016","Bulgaria","Current prices, million euro","Health","1,990.5",""
"2016","Bulgaria","Current prices, million euro","Recreation and culture","2,428.4",""
"2016","Bulgaria","Current prices, million euro","Other major durables for recreation and culture","66.3",""
"2016","Bulgaria","Chain linked volumes (2010), million euro","Health","1,967.8",""
"2016","Bulgaria","Chain linked volumes (2010), million euro","Recreation and culture","2,405.9",""
"2016","Bulgaria","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","65.2",""
"2016","Denmark","Percentage of total","Health","2.9",""
"2016","Denmark","Percentage of total","Recreation and culture","10.9",""
"2016","Denmark","Percentage of total","Other major durables for recreation and culture","0.4",""
"2016","Denmark","Current prices, million euro","Health","3,726.0",""
"2016","Denmark","Current prices, million euro","Recreation and culture","14,077.5",""
"2016","Denmark","Current prices, million euro","Other major durables for recreation and culture","494.9",""
"2016","Denmark","Chain linked volumes (2010), million euro","Health","3,600.1",""
"2016","Denmark","Chain linked volumes (2010), million euro","Recreation and culture","14,395.3",""
"2016","Denmark","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","436.5",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage of total","Health","5.3",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage of total","Recreation and culture","9.1",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage of total","Other major durables for recreation and culture","0.3",""
"2016","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Health","84,024.0",""
"2016","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Recreation and culture","143,750.0",""
"2016","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Other major durables for recreation and culture","4,496.0",""
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Health","80,250.7",""
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Recreation and culture","137,949.7",""
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","3,866.5",""
"2016","Greece","Percentage of total","Health","4.4","p"
"2016","Greece","Percentage of total","Recreation and culture","4.5","p"
"2016","Greece","Percentage of total","Other major durables for recreation and culture","0.4","p"
"2016","Greece","Current prices, million euro","Health","5,599.6","p"
"2016","Greece","Current prices, million euro","Recreation and culture","5,725.0","p"
"2016","Greece","Current prices, million euro","Other major durables for recreation and culture","525.8","p"
"2016","Greece","Chain linked volumes (2010), million euro","Health","5,731.0","p"
"2016","Greece","Chain linked volumes (2010), million euro","Recreation and culture","6,215.8","p"
"2016","Greece","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","532.2","p"
"2016","France","Percentage of total","Health","4.2","p"
"2016","France","Percentage of total","Recreation and culture","8.5","p"
"2016","France","Percentage of total","Other major durables for recreation and culture","0.5","p"
"2016","France","Current prices, million euro","Health","49,594.0","p"
"2016","France","Current prices, million euro","Recreation and culture","100,526.0","p"
"2016","France","Current prices, million euro","Other major durables for recreation and culture","5,351.0","p"
"2016","France","Chain linked volumes (2010), million euro","Health","51,149.0","p"
"2016","France","Chain linked volumes (2010), million euro","Recreation and culture","101,195.0","p"
"2016","France","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","4,925.0","p"
"2016","Italy","Percentage of total","Health","3.5",""
"2016","Italy","Percentage of total","Recreation and culture","6.6",""
"2016","Italy","Percentage of total","Other major durables for recreation and culture","0.2",""
"2016","Italy","Current prices, million euro","Health","35,681.9",""
"2016","Italy","Current prices, million euro","Recreation and culture","68,474.6",""
"2016","Italy","Current prices, million euro","Other major durables for recreation and culture","2,142.1",""
"2016","Italy","Chain linked volumes (2010), million euro","Health","30,898.5",""
"2016","Italy","Chain linked volumes (2010), million euro","Recreation and culture","67,426.7",""
"2016","Italy","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","1,946.0",""
"2016","Latvia","Percentage of total","Health","4.6",""
"2016","Latvia","Percentage of total","Recreation and culture","9.4",""
"2016","Latvia","Percentage of total","Other major durables for recreation and culture","0.0",""
"2016","Latvia","Current prices, million euro","Health","705.0",""
"2016","Latvia","Current prices, million euro","Recreation and culture","1,427.8",""
"2016","Latvia","Current prices, million euro","Other major durables for recreation and culture","5.9",""
"2016","Latvia","Chain linked volumes (2010), million euro","Health","671.4",""
"2016","Latvia","Chain linked volumes (2010), million euro","Recreation and culture","1,421.8",""
"2016","Latvia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","7.3",""
"2016","Luxembourg","Percentage of total","Health","2.1",""
"2016","Luxembourg","Percentage of total","Recreation and culture","6.3",""
"2016","Luxembourg","Percentage of total","Other major durables for recreation and culture","0.2",""
"2016","Luxembourg","Current prices, million euro","Health","379.2",""
"2016","Luxembourg","Current prices, million euro","Recreation and culture","1,139.9",""
"2016","Luxembourg","Current prices, million euro","Other major durables for recreation and culture","40.5",""
"2016","Luxembourg","Chain linked volumes (2010), million euro","Health","325.2",""
"2016","Luxembourg","Chain linked volumes (2010), million euro","Recreation and culture","1,051.4",""
"2016","Luxembourg","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","35.5",""
"2016","Slovenia","Percentage of total","Health","3.8",""
"2016","Slovenia","Percentage of total","Recreation and culture","8.5",""
"2016","Slovenia","Percentage of total","Other major durables for recreation and culture","0.2",""
"2016","Slovenia","Current prices, million euro","Health","871.3",""
"2016","Slovenia","Current prices, million euro","Recreation and culture","1,935.2",""
"2016","Slovenia","Current prices, million euro","Other major durables for recreation and culture","44.1",""
"2016","Slovenia","Chain linked volumes (2010), million euro","Health","858.8",""
"2016","Slovenia","Chain linked volumes (2010), million euro","Recreation and culture","1,907.9",""
"2016","Slovenia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","47.0",""
"2016","Finland","Percentage of total","Health","4.6",""
"2016","Finland","Percentage of total","Recreation and culture","10.5",""
"2016","Finland","Percentage of total","Other major durables for recreation and culture","0.8",""
"2016","Finland","Current prices, million euro","Health","5,227.0",""
"2016","Finland","Current prices, million euro","Recreation and culture","11,859.0",""
"2016","Finland","Current prices, million euro","Other major durables for recreation and culture","864.0",""
"2016","Finland","Chain linked volumes (2010), million euro","Health","4,399.0",""
"2016","Finland","Chain linked volumes (2010), million euro","Recreation and culture","11,787.0",""
"2016","Finland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","814.0",""
"2016","Switzerland","Percentage of total","Health",":",""
"2016","Switzerland","Percentage of total","Recreation and culture",":",""
"2016","Switzerland","Percentage of total","Other major durables for recreation and culture",":",""
"2016","Switzerland","Current prices, million euro","Health",":",""
"2016","Switzerland","Current prices, million euro","Recreation and culture",":",""
"2016","Switzerland","Current prices, million euro","Other major durables for recreation and culture",":",""
"2016","Switzerland","Chain linked volumes (2010), million euro","Health",":",""
"2016","Switzerland","Chain linked volumes (2010), million euro","Recreation and culture",":",""
"2016","Switzerland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":",""
"2016","Bosnia and Herzegovina","Percentage of total","Health",":",""
"2016","Bosnia and Herzegovina","Percentage of total","Recreation and culture",":",""
"2016","Bosnia and Herzegovina","Percentage of total","Other major durables for recreation and culture",":",""
"2016","Bosnia and Herzegovina","Current prices, million euro","Health",":",""
"2016","Bosnia and Herzegovina","Current prices, million euro","Recreation and culture",":",""
"2016","Bosnia and Herzegovina","Current prices, million euro","Other major durables for recreation and culture",":",""
"2016","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Health",":",""
"2016","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Recreation and culture",":",""
"2016","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":",""
